food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_963,Potato with curd,,Indian Food,India,India,73.18,3.19,12.01,1.33,1.02,3.3,190.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_964,Sweet wheat porridge (Sweet dalia),,Indian Food,India,India,140.66,5.11,23.77,2.79,2.37,12.23,24.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_965,Vegetable khichdi/khichri,,Indian Food,India,India,143.17,5.61,19.57,4.53,2.45,3.71,193.55,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_966,Moong dal mixture,,Indian Food,India,India,158.84,4.62,33.93,1.0,1.9,24.68,29.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_967,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),,Indian Food,India,India,167.45,7.56,22.35,5.52,3.74,3.79,224.95,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_968,Stewed apple,,Indian Food,India,India,91.93,0.17,22.49,0.37,1.48,20.45,1.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_969,Lemon squash (Nimbu ka squash),,Indian Food,India,India,184.56,0.15,48.88,0.06,0.0,48.88,15.01,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_970,Orange squash (Santre ka squash),,Indian Food,India,India,193.26,0.22,50.88,0.04,0.4,50.56,14.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_971,Lichi squash,,Indian Food,India,India,198.33,0.3,51.96,0.08,0.41,51.31,14.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_972,Mango squash (Aam ka squash),,Indian Food,India,India,194.66,0.17,50.96,0.17,0.58,50.84,14.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_973,Pineapple squash (Ananas ka squash),,Indian Food,India,India,195.02,0.16,51.34,0.05,1.06,51.08,14.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_974,Lemon and ginger squash (Nimbu aur adrak ka squash),,Indian Food,India,India,170.34,0.54,44.06,0.21,1.07,42.53,16.19,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_975,Apple jam (Seb ka murabba),,Indian Food,India,India,188.79,0.14,48.56,0.32,1.29,46.76,2.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_976,Plum jam (Aloo bukhara jam),,Indian Food,India,India,178.89,0.31,46.2,0.19,1.0,45.25,2.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_977,Pineapple jam,,Indian Food,India,India,149.18,0.32,38.27,0.15,2.2,37.44,2.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_978,Guava jelly (Amrood ki jelly),,Indian Food,India,India,115.74,1.11,28.18,0.25,6.61,27.38,3.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_979,Orange marmalade (Santray ka murabba),,Indian Food,India,India,104.17,0.66,25.94,0.13,1.97,25.09,2.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_980,Carrot murabba (Gajar ka murabba),,Indian Food,India,India,175.24,0.32,45.6,0.16,1.39,44.83,19.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_981,Gooseberry marmalade (Amla murabba),,Indian Food,India,India,123.16,0.14,32.34,0.03,0.0,28.61,216.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_982,Ginger candy (Adrak ki candy),,Indian Food,India,India,195.71,0.69,50.38,0.27,1.67,47.99,5.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_983,Mango pickle (Aam ka achaar),,Indian Food,India,India,192.12,1.6,8.11,17.89,3.68,1.79,3429.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_984,Mixed vegetable pickle (Sabziyoon ka achaar),,Indian Food,India,India,211.2,1.9,7.48,19.68,2.76,2.77,2488.32,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_985,Sweet lemon pickle (Neembu ka meetha achaar),,Indian Food,India,India,69.54,1.22,16.87,0.21,2.13,14.63,6415.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_986,Plum chutney (Aloo bukhara ki chutney),,Indian Food,India,India,177.11,0.47,44.95,0.29,1.37,43.9,216.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_987,Raw mango chutney (Kachhe aam/Kairi ki chutney),,Indian Food,India,India,193.13,0.51,49.94,0.16,2.17,45.22,480.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_988,Tomato sauce,,Indian Food,India,India,34.33,0.81,7.23,0.27,1.79,5.69,174.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_989,Tomato puree,,Indian Food,India,India,20.62,0.75,3.68,0.25,1.56,2.32,244.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_990,Garam masala,,Indian Food,India,India,254.21,9.89,26.2,10.97,35.56,1.79,58.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_991,Chat masala,,Indian Food,India,India,222.58,8.19,23.87,9.91,18.62,0.79,11873.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_992,Kashmiri masala,,Indian Food,India,India,389.02,8.26,23.16,31.03,12.12,2.41,3106.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_993,Rasam powder (Rasam masala),,Indian Food,India,India,267.96,12.04,25.19,11.8,35.71,1.91,38.78,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_994,Sambar powder (Sambar masala),,Indian Food,India,India,297.46,12.5,23.38,15.58,34.56,1.87,27.66,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_995,Tartare sauce,,Indian Food,India,India,610.93,1.44,2.96,66.12,0.42,2.18,256.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_996,Barbeque sauce,,Indian Food,India,India,121.93,0.96,20.46,4.51,0.69,18.88,504.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_997,Bread sauce,,Indian Food,India,India,111.04,3.46,8.69,7.05,0.56,4.63,88.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_998,Green chilli sauce,,Indian Food,India,India,46.06,1.25,7.36,0.27,1.77,5.36,1037.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_999,Home made plain noodles,,Indian Food,India,India,238.78,6.21,44.5,3.56,1.65,1.07,182.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1000,Dal moong,,Indian Food,India,India,43.69,2.2,4.92,1.62,1.08,0.13,117.74,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1001,Cumin seeds baghar (Jeera baghar/tadka),,Indian Food,India,India,736.81,3.34,5.22,78.77,6.01,0.49,177.58,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1002,Onion tomato baghar (Pyaaz tamatar ka tadka),,Indian Food,India,India,137.52,1.26,6.17,11.98,2.12,3.51,31.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1003,Mustard seeds baghar (Mustard seed tadka),,Indian Food,India,India,552.59,4.73,10.45,54.3,9.74,1.14,8.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1004,Hot cherry sauce,,Indian Food,India,India,252.74,0.13,67.95,0.07,0.0,17.65,105.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1005,Apple jelly (Seb ki jelly),,Indian Food,India,India,152.13,0.1,39.37,0.21,0.86,38.18,2.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1006,Marmalade (Murabba),,Indian Food,India,India,143.76,0.23,37.64,0.04,0.43,37.29,2.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1007,Plum squash (Aloo bukhara squash),,Indian Food,India,India,211.17,0.16,55.51,0.1,0.52,55.02,12.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1008,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),,Indian Food,India,India,14.07,0.85,2.14,0.24,1.07,1.0,7559.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1009,Brinjal pickle (Baingan ka achaar),,Indian Food,India,India,139.01,2.24,4.23,12.98,4.62,1.07,3507.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1010,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),,Indian Food,India,India,60.88,1.26,6.55,3.24,2.2,4.31,1281.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1011,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),,Indian Food,India,India,91.21,1.98,6.32,6.55,5.08,3.04,2067.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1012,Tomato chutney (Tamatar ki chutney),,Indian Food,India,India,176.07,0.97,31.85,6.01,1.49,30.02,823.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1013,Tomato ketchup,,Indian Food,India,India,33.07,0.91,6.48,0.3,1.9,4.68,177.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_1014,Bengal 5 Spice Blend (Panch Phoran),,Indian Food,India,India,289.79,18.26,20.0,22.16,18.4,1.4,51.43,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
